,available_beds_without_oxygen,hospital_name,amc_available_beds_with_oxygen,district,amc_occupied_beds_without_oxygen,private_occupied_beds_with_oxygen,available_icu_beds_with_ventilator,private_available_icu_beds_without_ventilator,available_icu_beds_without_ventilator,private_occupied_beds_without_oxygen,hospital_address,amc_occupied_beds_with_oxygen,private_available_beds_without_oxygen,private_occupied_icu_beds_without_ventilator,total_beds_with_oxygen,total_beds_without_oxygen,amc_available_beds_without_oxygen,area,total_icu_beds_with_ventilator,pincode,private_occupied_icu_beds_with_ventilator,amc_available_icu_beds_with_ventilator,amc_occupied_icu_beds_without_ventilator,amc_occupied_icu_beds_with_ventilator,available_beds_with_oxygen,amc_available_icu_beds_without_ventilator,private_available_beds_with_oxygen,total_icu_beds_without_ventilator,private_available_icu_beds_with_ventilator,hospital_phone,last_updated_on,hospital_poc_phone,charges,__delete__,hospital_poc_name,hospital_poc_designation,total_beds_allocated_to_covid,state,hospital_category,hospital_poc_email,facility_id,fee_regulated_beds,Notes,available_beds_allocated_to_covid,officer_name,officer_designation,bed_breakup,last_updated_time,last_updated_date
6677,0,Sundaram Hospital,,Thiruchirappalli,,,-1,,0,,"NO 17 EVR ROAD PUTHUR , None, PUTHUR",,,,36,10,,Thiruchirappalli,-1,,,,,,0,,,10,,7397789749,1621753874000.0,7397789749,CHO,,Prema,,56,,CHO,,,-1.0,,,,,,,
6678,0,T.Puthur,,Thiruchirappalli,,,-1,,0,,"UGPHC Tputhur Musiri taluk Trichy, None, None",,,,0,0,,Thiruchirappalli,-1,,,,,,0,,,0,,9787472114,1621754628000.0,9342240540,CCC,,Control room Musiri Block,,0,,CCC,,,-1.0,,,,,,,
6679,20,Thathaiangarpet,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,20,,Thiruchirappalli,-1,,,,,,0,,,0,,9566977358,1621583956000.0,9566977358,CCC,,DrKumaresan,,20,,CCC,,,-1.0,,,,,,,
6680,0,"Thilagavathy Hospital, Trichy",,Thiruchirappalli,,,-1,,0,,"12, WIRELESS ROAD ,AIRPORT,TRICHY 620007, None, AIRPORT",,,,8,2,,Thiruchirappalli,-1,,,,,,0,,,0,,7398000009,1621756022000.0,9489235555,CHO,,Sophia,,10,,CHO,,,-1.0,,,,,,,
6681,0,"Tiruchy Medical Centre And Hospitals Pvt Ltd, ",,Thiruchirappalli,,,-1,,0,,"NO:17 B, THILLAI NAGAR WEST, 11TH B CROSS, TRICHY - 620018, Trichy, Thillai Nagar",,,,27,0,,Thiruchirappalli,-1,,,,,,0,,,5,,9842011199,1621758896000.0,8754785833,CHC,,Mrs.Mangalam,,32,,CHC,,,-1.0,,,,,,,
6682,14,Trichy Srm Medical College Hospital And Research Centre,,Thiruchirappalli,,,-1,,2,,"Trichy Chennai National Highway, SRM Nagar , Irungalur",,,,90,250,,Thiruchirappalli,-1,,,,,,0,,,20,,8939999269,1621757218000.0,9787444381,CHC,,Dr.Nagarajan,,360,,CHC,,,-1.0,,,,,,,
6683,20,Uppiliapuram,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,20,,Thiruchirappalli,-1,,,,,,0,,,0,,9442571152,1621584645000.0,9442571152,CCC,,DR MANIMEGALAI,,20,,CCC,,,-1.0,,,,,,,
6684,20,Vaiyampatti,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,20,,Thiruchirappalli,-1,,,,,,0,,,0,,9842022808,1621761400000.0,9842022808,CCC,,DR JAYALAKSHMI,,20,,CCC,,,-1.0,,,,,,,
6685,20,Valanadu,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,20,,Thiruchirappalli,-1,,,,,,0,,,0,,9865354675,1621584824000.0,9865354675,CCC,,DR RABIK RAJA,,20,,CCC,,,-1.0,,,,,,,
6686,20,Veeramachanpatti,,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,20,,Thiruchirappalli,-1,,,,,,0,,,0,,8870052942,1621584245000.0,8870052942,CCC,,Dr.Senthil,,20,,CCC,,,-1.0,,,,,,,
6687,0,"Velan Speciality Hospitals, Highways Colony",,Thiruchirappalli,,,-1,,0,,"No.1 Highways colony , Jail cornor, subramaniyapuram",,,,22,0,,Thiruchirappalli,-1,,,,,,0,,,3,,7339565444,1621753978000.0,4312334444,CHC,,Anbu,,25,,CHC,,,-1.0,,,,,,,
6688,2,"Wellcare Hospital, Trichy ",,Thiruchirappalli,,,-1,,0,,"C-165,9A THILLAI NAGAR WEST, NEAR VKN BLDG, THILLAI NAGAR",,,,8,2,,Thiruchirappalli,-1,,,,,,0,,,1,,9994024777,1621753805000.0,9003988099,CHO,,Mr.Jahir Hussain,,11,,CHO,,,-1.0,,,,,,,
6689,141,"Yathiri Nivas , Srirangam",,Thiruchirappalli,,,-1,,0,,"None, None, None",,,,0,530,,Thiruchirappalli,-1,,,,,,0,,,0,,8870873731,1621740639000.0,8870873731,CCC,,DR VIGNESH,,530,,CCC,,,-1.0,,,,,,,
6690,60,"Zonal Railway Training Institute, Trichy",,Thiruchirappalli,,,-1,,0,,"Hostel No: 4, Zonal Railway Training Institute, None, TIRUCHIRAPALLI",,,,0,100,,Thiruchirappalli,-1,,,,,,0,,,0,,9003864510,1621739486000.0,9003864510,CCC,,DR. M.ULAGANATHAN,,100,,CCC,,,-1.0,,,,,,,
6691,0,Ambur Gh,,Thirupathur,,,-1,,0,,"None, None, None",,,,40,70,,Thirupathur,-1,,,,,,0,,,10,,9629703695,1621754276000.0,9629703695,CHC,,Dr.praveen,,120,,CHC,,,-1.0,,,,,,,
6692,31,Ambur Trade Centre,,Thirupathur,,,-1,,0,,"None, None, None",,,,0,100,,Thirupathur,-1,,,,,,0,,,0,,9442357470,1621741573000.0,7639020416,CCC,,DR ARUNA	,,100,,CCC,,,-1.0,,,,,,,
6693,199,Agraharam Allopathy Ccc,,Thirupathur,,,-1,,0,,"agraharam , None, None",,,,0,425,,Thirupathur,-1,,,,,,0,,,0,,9600680901,1621742479000.0,9600680901,CCC,,DR SATHISH,,425,,CCC,,,-1.0,,,,,,,
6694,21,"Agraharam Siddha,",,Thirupathur,,,-1,,0,,"Agraharam, None, None",,,,0,95,,Thirupathur,-1,,,,,,0,,,0,,9944457603,1621738450000.0,9944457603,CCC,,DR VIKRAM,,95,,CCC,,,-1.0,,,,,,,
6695,30,Alangayam Ccc,,Thirupathur,,,-1,,0,,"alangayam ccc, vaniyambadi taluk, None",,,,0,30,,Thirupathur,-1,,,,,,0,,,0,,7904019638,1621740435000.0,9677703691,CCC,,Venkatesan,,30,,CCC,,,-1.0,,,,,,,
6696,22,Alangayam Community Health Centre,,Thirupathur,,,-1,,0,,"Alangayam block, None, None",,,,0,22,,Thirupathur,-1,,,,,,0,,,0,,9677703691,1621740491000.0,9677703691,CCC,,DR VENKATESH	,,22,,CCC,,,-1.0,,,,,,,
6697,20,Andiyappanur Community Health Centre,,Thirupathur,,,-1,,0,,"None, None, None",,,,0,20,,Thirupathur,-1,,,,,,0,,,0,,8610437381,1621749305000.0,8610437381,CCC,,DR SOUNDHARYA,,20,,CCC,,,-1.0,,,,,,,
6698,3,Db Centre Siddha,,Thirupathur,,,-1,,0,,"None, None, None",,,,0,100,,Thirupathur,-1,,,,,,0,,,0,,8807890945,1621753173000.0,8807890945,CCC,,,,100,,CCC,,,-1.0,,,,,,,
6699,109,Islamiah Womens College,,Thirupathur,,,-1,,0,,"Islamia womens College, None, None",,,,0,400,,Thirupathur,-1,,,,,,0,,,0,,7904390487,1621738074000.0,6379898929,CCC,,Control room,,400,,CCC,,,-1.0,,,,,,,
6700,75,Islamia Polytechnic College,,Thirupathur,,,-1,,0,,"ISLAMIAH POLYTECHNIC COLLEGE, None, None",,,,0,75,,Thirupathur,-1,,,,,,0,,,0,,9677703691,1621750763000.0,6379898929,CCC,,Arun raj ,,75,,CCC,,,-1.0,,,,,,,
6701,15,Janani Mahal Puthukovil,,Thirupathur,,,-1,,0,,"None, None, None",,,,0,80,,Thirupathur,-1,,,,,,0,,,0,,9514038679,1621743031000.0,9944228787,CCC,,DR KOUSHIK	,,80,,CCC,,,-1.0,,,,,,,
6702,30,Jolarpet Upgraded Primary Health Centre,,Thirupathur,,,-1,,0,,"jolarpet , None, None",,,,0,30,,Thirupathur,-1,,,,,,0,,,0,,9597166530,1621741002000.0,9597166530,CCC,,DR PRASANTH,,30,,CCC,,,-1.0,,,,,,,
6703,67,"Kar Polytechinic College, Ambur",,Thirupathur,,,-1,,0,,"K.A.R POLYTECHNIC COLLEGE AMBUR , None, None",,,,0,250,,Thirupathur,-1,,,,,,0,,,0,,9442357470,1621681822000.0,9677778224,CCC,,Dr.Rajasekar Lingam,,250,,CCC,,,-1.0,,,,,,,
6704,7,Kunichi Community Health Centre,,Thirupathur,,,-1,,0,,"Nariyaneri, Kamaraj Nagar, , Tamil Nadu 635654, India, Nariyaneri",,,,0,50,,Thirupathur,-1,,,,,,0,,,0,,9894909189,1621744431000.0,9894909189,CCC,,Dr Deepa,,50,,CCC,,,-1.0,,,,,,,
6705,19,Mbc Hostel,,Thirupathur,,,-1,,0,,"None, None, None",,,,0,50,,Thirupathur,-1,,,,,,0,,,0,,9514038679,1621744958000.0,9514038679,CCC,,Dr Chellamuthu,,50,,CCC,,,-1.0,,,,,,,
6706,18,Madhanur Community Health Centre,,Thirupathur,,,-1,,0,,"Madhanur, None, None",,,,0,30,,Thirupathur,-1,,,,,,0,,,0,,9360591549,1621742664000.0,9360591549,CCC,,DR RAMU,,30,,CCC,,,-1.0,,,,,,,
6707,58,Natrampalli Gh,,Thirupathur,,,-1,,0,,"Natrampalli gh, None, None",,,,84,80,,Thirupathur,-1,,,,,,0,,,2,,7305475025,1621760116000.0,7305475025,CHC,,Dr.Dinesh,,166,,CHC,,,-1.0,,,,,,,
6708,21,Nariyambut Community Health Centre,,Thirupathur,,,-1,,0,,"Nariyambattu, None, None",,,,0,30,,Thirupathur,-1,,,,,,0,,,0,,8072176163,1621741109000.0,8072176163,CCC,,DR ANBARASAN,,30,,CCC,,,-1.0,,,,,,,
6709,90,Patchur Community Hall,,Thirupathur,,,-1,,0,,"None, None, None",,,,0,100,,Thirupathur,-1,,,,,,0,,,0,,9514038679,1621736176000.0,9786151410,CCC,,Dr Nithya,,100,,CCC,,,-1.0,,,,,,,
6710,18,Patchur Community Health Centre,,Thirupathur,,,-1,,0,,"None, None, None",,,,0,30,,Thirupathur,-1,,,,,,0,,,0,,9514038679,1621763075000.0,9514038679,CCC,,DR CHELLAMUTHU,,30,,CCC,,,-1.0,,,,,,,
6711,30,Pudupettai Community Health Centre,,Thirupathur,,,-1,,0,,"Pudupettai, None, None",,,,0,30,,Thirupathur,-1,,,,,,0,,,0,,9443449278,1621748589000.0,9443449278,CCC,,DR MEENATCHI,,30,,CCC,,,-1.0,,,,,,,
6712,30,Pudurnadu Upgraded Primary Health Centre,,Thirupathur,,,-1,,0,,"pudurnadu , None, None",,,,0,30,,Thirupathur,-1,,,,,,0,,,0,,7639434117,1621742818000.0,7639434117,CCC,,Dr.Ramesh,,30,,CCC,,,-1.0,,,,,,,
6713,21,Sfs School Siddha,,Thirupathur,,,-1,,0,,"None, None, None",,,,0,100,,Thirupathur,-1,,,,,,0,,,0,,9944457603,1621738493000.0,9655658503,CCC,,Dr Tamilarasi,,100,,CCC,,,-1.0,,,,,,,
6714,103,Tirupattur Gh,,Thirupathur,,,-1,,0,,"RAILWAY STATION ROAD, None, THIRUPATTUR",,,,75,200,,Thirupathur,-1,,,,,,0,,,25,,9865223026,1621738359000.0,9952123001,CHO,,9499966179,,300,,CHO,,,-1.0,,,,,,,
6715,42,Thimanamathur School,,Thirupathur,,,-1,,0,,"None, None, None",,,,0,50,,Thirupathur,-1,,,,,,0,,,0,,8610437381,1621743941000.0,8610437381,CCC,,Dr soundharya,,50,,CCC,,,-1.0,,,,,,,
6716,145,Thiruvalluvar Arts College Kariyampatty,,Thirupathur,,,-1,,0,,"None, None, None",,,,0,200,,Thirupathur,-1,,,,,,0,,,0,,9894909189,1621744472000.0,7868011777,CCC,,Dr deepika,,200,,CCC,,,-1.0,,,,,,,
6717,96,Tirupathur Dominic Savior School,,Thirupathur,,,-1,,0,,"None, None, None",,,,0,170,,Thirupathur,-1,,,,,,0,,,0,,8610437381,1621741811000.0,8610437381,CCC,,Dr soundharya,,170,,CCC,,,-1.0,,,,,,,
6718,0,Tirupathur Boys And Girls School,,Thirupathur,,,-1,,0,,"None, None, None",,,,0,0,,Thirupathur,-1,,,,,,0,,,0,,8610437381,1621747862000.0,8610437381,CCC,,Dr soundharya,,0,,CCC,,,-1.0,,,,,,,
6719,0,Vaniyambadi Gh,,Thirupathur,,,-1,,0,,"None, None, None",,,,75,69,,Thirupathur,-1,,,,,,0,,,6,,9444137808,1621748244000.0,9443437561,CHC,,Dr Selvakumar,,150,,CHC,,,-1.0,,,,,,,
6720,118,Vijaya Shanthi Jain School,,Thirupathur,,,-1,,0,,"None, None, None",,,,0,200,,Thirupathur,-1,,,,,,0,,,0,,9865306703,1621741333000.0,9865306703,CCC,,Dr.Rambalaji,,200,,CCC,,,-1.0,,,,,,,
6721,2,"Aswa Hospital, Valangaiman",,Thiruvarur,,,-1,,0,,"25, Kumbakonam Main Road, Near padaikatti Mariyamman Kovil , Valangaiman ",,,,9,4,,Thiruvarur,-1,,,,,,0,,,0,,8428716190,1621735198000.0,8428716190,CHO,,Dr. Aswath,,13,,CHO,,,-1.0,,,,,,,
6722,262,Cutn,,Thiruvarur,,,-1,,0,,"None, None, None",,,,0,500,,Thiruvarur,-1,,,,,,0,,,0,,9499916017,1621754890000.0,9499916017,CCC,,DR GOPALA KRISHNAN,,500,,CCC,,,-1.0,,,,,,,
6723,0,Gh Dhqh Mannarkudi,,Thiruvarur,,,-1,,4,,"Mannargudi, None, None",,,,110,37,,Thiruvarur,-1,,,,,,0,,,6,,9443152704,1621741012000.0,9443152704,CHO,,Dr.N.Vijayakumar,,153,,CHO,,,-1.0,,,,,,,
6724,0,Gh Tiruthuraipoondi,,Thiruvarur,,,-1,,0,,"None, None, None",,,,19,55,,Thiruvarur,-1,,,,,,0,,,6,,9842420499,1621750099000.0,9842420499,CHC,,Dr.T.Sivakumar,,80,,CHC,,,-1.0,,,,,,,
6725,56,"Govt Polytechnic College, Tholuvoor.",,Thiruvarur,,,-1,,0,,"None, None, None",,,,0,150,,Thiruvarur,-1,,,,,,0,,,0,,7904386241,1621681061000.0,7904386241,CCC,,DR GOVINDARAJ,,150,,CCC,,,-1.0,,,,,,,
6726,5,Govt Thiruvarur Medical College,,Thiruvarur,,,-1,,0,,"None, None, None",,,,192,375,,Thiruvarur,-1,,,,,,0,,,108,,98421 32784,1621738671000.0,98421 32784,CHO,,DR.G.KARTHIKEYAN,,675,,CHO,,,-1.0,,,,,,,
6727,37,"Jambovanadai Evacuation Centre, Muthupet	",,Thiruvarur,,,-1,,0,,"JAMBUVANODAI , None, None",,,,0,50,,Thiruvarur,-1,,,,,,0,,,0,,9176890630,1621740073000.0,9176890630,CCC,,Dr.padmesh ,,50,,CCC,,,-1.0,,,,,,,
6728,32,Kudavasal Gh,,Thiruvarur,,,-1,,0,,"HSC, Marriyamman Kovil Street, Kodavasal(S)",,,,0,32,,Thiruvarur,-1,,,,,,0,,,0,,9629191675,1621743443000.0,9994448621,CHC,,DR.ARUN	,,32,,CHC,,,-1.0,,,,,,,
6729,6,Muthupettai Phc,,Thiruvarur,,,-1,,0,,"None, None, None",,,,4,6,,Thiruvarur,-1,,,,,,4,,,0,,9176890630,1621745323000.0,9176890630,CCC,,DR PADMESH,,10,,CCC,,,-1.0,,,,,,,
6730,11,Nannilam,,Thiruvarur,,,-1,,0,,"HEALTH SUB CENTRE, Vaniya Street, Nannilam",,,,0,40,,Thiruvarur,-1,,,,,,0,,,0,,9943646400,1621740875000.0,9943646400,CHC,,DR.VINOTHKUMAR,,40,,CHC,,,-1.0,,,,,,,
6731,0,"Navajeevan Medicalfoundation Pvt Ltd,Tiruvarur Tn.",,Thiruvarur,,,-1,,0,,"3/4 d thanchai salai, near tnsce godown, villamal",,,,10,20,,Thiruvarur,-1,,,,,,0,,,10,,7339603757,1621669208000.0,7339603757,CHC,,B.Dineshkumar,,40,,CHC,,,-1.0,,,,,,,
6732,26,Needamangalam,,Thiruvarur,,,-1,,0,,"Government Hospital, Periyar Street, Needamangalam",,,,6,26,,Thiruvarur,-1,,,,,,6,,,0,,9659259727,1621740300000.0,9659259727,CHC,,,,32,,CHC,,,-1.0,,,,,,,
6733,0,"Pkt Nursing Home,Thiruthuraipoondi",,Thiruvarur,,,-1,,0,,"no 63 , east coast road, , thiruthuraipoondi",,,,0,0,,Thiruvarur,-1,,,,,,0,,,0,,9842422504,1621649651000.0,9842422502,CHC,,DR RAJA,,0,,CHC,,,-1.0,,,,,,,
6734,5,Poonthottam Phc,,Thiruvarur,,,-1,,0,,"Railway station road, None, None",,,,0,5,,Thiruvarur,-1,,,,,,0,,,0,,9094987742,1621745650000.0,9094987742,CCC,,,,5,,CCC,,,-1.0,,,,,,,
6735,5,Perumpanaiyur Phc,,Thiruvarur,,,-1,,0,,"None, None, None",,,,0,5,,Thiruvarur,-1,,,,,,0,,,0,,9994063487,1621683902000.0,9994063487,CCC,,Dr.SRI VIDHYA BMO,,5,,CCC,,,-1.0,,,,,,,
6736,5,"Primary Health Centre, Alangudi, Valangaimaan Block",,Thiruvarur,,,-1,,0,,"Primary health centre, Alangudi phc, Valangaiman ",,,,0,5,,Thiruvarur,-1,,,,,,0,,,0,,9566800599,1621752476000.0,9566800599,CHC,,,,5,,CHC,,,-1.0,,,,,,,
6737,1,"Raaj Hospital, Tiruvarur Tn.",,Thiruvarur,,,-1,,0,,"10, balakrishna nagar, None, mannargudi",,,,15,40,,Thiruvarur,-1,,,,,,0,,,3,,9344310266,1621750442000.0,9443127511,CHC,,DR.M.RAJKUMAR,,58,,CHC,,,-1.0,,,,,,,
6738,18,"Thiru .Vi. Ka Govt Arts College,Thiruvarur",,Thiruvarur,,,-1,,0,,"None, None, None",,,,2,107,,Thiruvarur,-1,,,,,,2,,,0,,8610321225,1621681737000.0,8610321225,CCC,,Dr Rakesh kumar,,109,,CCC,,,-1.0,,,,,,,
6739,0,"Thiruvarur Medical Centre, Thiruvarur Tn.",,Thiruvarur,,,-1,,0,,"NO 27 JAVULIKARA STREET, NEAR TEMPLE TANK , THIRUVARUR",,,,40,0,,Thiruvarur,-1,,,,,,0,,,24,,8807578752,1621746882000.0,9788188177,CHC,,MR.SELVAGANAPATHI,,64,,CHC,,,-1.0,,,,,,,
6740,5,Tiruvizlimilai Phc,,Thiruvarur,,,-1,,0,,"None, None, None",,,,0,5,,Thiruvarur,-1,,,,,,0,,,0,,9080257688,1621747566000.0,9080257688,CCC,,,,5,,CCC,,,-1.0,,,,,,,
6741,0,"Dhqh,Kovilpatti",,Thoothukudi,,,-1,,0,,"NEW ROAD, KOVILPATTI, NEW ROAD, KOVILPATTI, KOVILPATTI",,,,223,0,,Thoothukudi,-1,,,,,,33,,,27,,9940128728,1621741233000.0,9940128728,CHC,,Dr.ANAND M.D,,250,,CHC,,,-1.0,,,,,,,
6742,12,Eral,,Thoothukudi,,,-1,,0,,"NATTARAMMAN KOVIL STREET, ERAL, ERAL",,,,3,12,,Thoothukudi,-1,,,,,,3,,,0,,8778172356,1621745795000.0,8778172356,CCC,,S.MURUGESAN,,15,,CCC,,,-1.0,,,,,,,
6743,8,"Gh, Ettayapuram",,Thoothukudi,,,-1,,0,,"Government hospital naduvapatti Ettayapuram , None, None",,,,0,8,,Thoothukudi,-1,,,,,,0,,,0,,9442054871,1621741681000.0,9790986402,CHC,,"Dr. Mani Kandan, DA.,",,8,,CHC,,,-1.0,,,,,,,
6744,8,"Gh, Kalankudiyiruppu",,Thoothukudi,,,-1,,0,,"NO1 NADUKKADAI STREET  KALANKUDIYIRUPPU  UDANGUDI TUTUCORIN DIST, None, UDANGUDI",,,,0,8,,Thoothukudi,-1,,,,,,0,,,0,,9486780023,1621744321000.0,9944253753,CHC,,DR.IYEMPERUMAL DDVL,,8,,CHC,,,-1.0,,,,,,,
6745,28,"Gh, Srivaikundam",,Thoothukudi,,,-1,,0,,"Government hospital, Srivaikundam, Arasu alwar kovil Street ",,,,0,30,,Thoothukudi,-1,,,,,,0,,,0,,9843580399,1621742838000.0,9843580399,CHC,,Prabakaran,,30,,CHC,,,-1.0,,,,,,,
6746,11,"Gh, Vilathikulam",,Thoothukudi,,,-1,,0,,"Hospital road vilathikulam, None, None",,,,4,26,,Thoothukudi,-1,,,,,,0,,,0,,9944146513,1621748071000.0,8870065513,CHC,,Dr. Mahalakshmi,,30,,CHC,,,-1.0,,,,,,,
6747,4,"Gh,Kayalpattinam",,Thoothukudi,,,-1,,5,,"Maruthuvar Street, None, None",,,,0,25,,Thoothukudi,-1,,,,,,0,,,5,,9840295298,1621745433000.0,9840295298,CHC,,Dr.Hameed Hilmi,,30,,CHC,,,-1.0,,,,,,,
6748,10,"Gh,Ottapidaram",,Thoothukudi,,,-1,,0,,"NORTH PARUMBUR, OTTAPIDARAM, NORTH PARUMBUR, OTTAPIDARAM, OTTAPIDARAM",,,,0,10,,Thoothukudi,-1,,,,,,0,,,0,,9486083975,1621734105000.0,7305160306,CHC,,S.INDHIRANI SAMPATH,,10,,CHC,,,-1.0,,,,,,,
6749,35,"Gh,Tiruchendur",,Thoothukudi,,,-1,,0,,"KAMARAJAR SALAI, None, TIRUCHENDUR",,,,10,55,,Thoothukudi,-1,,,,,,2,,,0,,9443458214,1621743470000.0,9385754665,CHC,,GH TIRUCHENDUR,,65,,CHC,,,-1.0,,,,,,,
6750,9,Govt Hospital Sathankulam,,Thoothukudi,,,-1,,0,,"38, SOUTH CAR STREET, , .",,,,1,9,,Thoothukudi,-1,,,,,,1,,,0,,9443269265,1621746203000.0,9443269265,CHC,,DR.ATHIKUMAR MBBS DLO,,10,,CHC,,,-1.0,,,,,,,
6751,43,"Govt Polytechnic College, Thoothukudi",,Thoothukudi,,,-1,,0,,"GOVERNMENT POLYTECHNIC COLLEGE,PALYAMKOTTAI ROAD,THOOTHUKUDI, None, CORPORATION",,,,10,135,,Thoothukudi,-1,,,,,,10,,,0,,8273823710,1621701535000.0,8273823710,CCC,,Dr. Fasi,,145,,CCC,,,-1.0,,,,,,,
6752,13,Gphc Alwarthirunagari,,Thoothukudi,,,-1,,0,,"10,11 UDAIYAVAR MELA MADA VEETHY, NEAR THEPPAKULAM STREET, ALWARTHIRUNAGARI",,,,2,13,,Thoothukudi,-1,,,,,,2,,,0,,9994030678,1621756507000.0,9894834815,CCC,,MR VADIVEL,,15,,CCC,,,-1.0,,,,,,,
6753,2,"Kamala Speciality Hospitals Pvt Limited, Kovilpatti",,Thoothukudi,,,-1,,2,,"No 46 &48 Sathaipettai st Kovilpatti, No 46 &48 Sathaipettai st Kovilpatti, KOVILPATTI",,,,14,4,,Thoothukudi,-1,,,,,,0,,,3,,7845559293,1621756811000.0,7845559293,CHC,,Mr.Dinesh,,21,,CHC,,,-1.0,,,,,,,
6754,8,Karungulam Uphc,,Thoothukudi,,,-1,,0,,"Karungulam UPHC, None, Karungulam",,,,4,8,,Thoothukudi,-1,,,,,,4,,,0,,9488076072,1621745284000.0,9443453316,CCC,,Muthukumar,,12,,CCC,,,-1.0,,,,,,,
6755,15,Kayamoli,,Thoothukudi,,,-1,,0,,"RAMANATHAPURAM, KAYAMOZHI, None, KAYAMOZHI",,,,0,15,,Thoothukudi,-1,,,,,,0,,,0,,9597411527,1621684210000.0,9524115160,CCC,,NANTHINI,,15,,CCC,,,-1.0,,,,,,,
6756,31,"Lapc , Kovilpatti",,Thoothukudi,,,-1,,0,,"LAKSHMI AMMAL POLYTECHNIC COLLAGE, K.R NAGAR, NALATINPUTHUR, KOVILPATTI, None, KOVILPATTI ",,,,0,200,,Thoothukudi,-1,,,,,,0,,,0,,6282364365,1621742088000.0,9499933891,CCC,,DR.V.K.ANAND ,,200,,CCC,,,-1.0,,,,,,,
6757,8,"Latha Hospital, Kovilpatti",,Thoothukudi,,,-1,,0,,"65- Dhanuskodiapuram Street,, None, Opp. Reliance Fuel Station, New Road",,,,2,10,,Thoothukudi,-1,,,,,,2,,,0,,9786830007,1621755420000.0,8072742976,CHC,,Poongani,,12,,CHC,,,-1.0,,,,,,,
6758,0,"Laxmi Poly Clinic, Polepettai West, Tuticorin",,Thoothukudi,,,-1,,0,,"None, None, None",,,,12,4,,Thoothukudi,-1,,,,,,0,,,0,,9042236573,1621733937000.0,9042236573,CHO,,Mr. Mariyappan,,16,,CHO,,,-1.0,,,,,,,
6759,15,Meignanapuram,,Thoothukudi,,,-1,,0,,"MEIGHNANAPURAM UPGRADED PRIMARY HEALTH CARE CENTRE , None, None",,,,0,15,,Thoothukudi,-1,,,,,,0,,,0,,9487848521,1621748704000.0,04639227536,CCC,,SETHU,,15,,CCC,,,-1.0,,,,,,,
6760,14,Mudalur Sathangulam Block Hospital,,Thoothukudi,,,-1,,0,,"MAIN ROAD, MUDALUR, NEAR ALWA KADAI, MUDALUR",,,,1,14,,Thoothukudi,-1,,,,,,1,,,0,,9443772785,1621743966000.0,9443772785,CCC,,MEDICAL OFFICER,,15,,CCC,,,-1.0,,,,,,,
6761,82,National Engineering College,,Thoothukudi,,,-1,,0,,"NATIONAL ENGINEERING COLLEGE WOMENS HOSTEL, K.R.NAGAR , None, NALATINPUTHUR,KOVILPATTI",,,,0,259,,Thoothukudi,-1,,,,,,0,,,0,,6381633655,1621744875000.0,9499933891,CCC,,Dr.V.K.Anand	,,259,,CCC,,,-1.0,,,,,,,
6762,1,Public Welfare Hospital,,Thoothukudi,,,-1,,0,,"No. 239 B/13, Ettayapuram Road, Kovilpatti, No. 239 B/13, Ettayapuram Road, Kovilpatti, Kovilpatti",,,,6,11,,Thoothukudi,-1,,,,,,0,,,1,,9443141888,1621755307000.0,9080025238,CHC,,S.R. KISHORE,,18,,CHC,,,-1.0,,,,,,,
6763,12,Pudukottai,,Thoothukudi,,,-1,,0,,"Government primary health centre, Pudukottai, Kumaragiri",,,,3,15,,Thoothukudi,-1,,,,,,3,,,0,,9003980512,1621746289000.0,9943282048,CCC,,P.Kamatchi,,18,,CCC,,,-1.0,,,,,,,
6764,0,"Rms Hospital, Kovilpatti",,Thoothukudi,,,-1,,0,,"None, None, None",,,,2,3,,Thoothukudi,-1,,,,,,0,,,1,,9655008999,1621755331000.0,9655008999,CHO,,Dr.R. Rajesh,,6,,CHO,,,-1.0,,,,,,,
6765,60,"Sivanthi Aditanar College, Tiruchendur",,Thoothukudi,,,-1,,0,,"sivanthi adithanar college ,tiruchendur, None, CORPORATION",,,,20,130,,Thoothukudi,-1,,,,,,20,,,0,,9597411527,1621760972000.0,9597411527,CCC,,DR AJAY ,,150,,CCC,,,-1.0,,,,,,,
6766,0,Sasi Hospital,,Thoothukudi,,,-1,,0,,"3/535-D, NELLAI MAIN ROAD, INAMMANIYACHI,KOVILPATTI, 3/535-D, NELLAI MAIN ROAD, INAMMANIYACHI,KOVILPATTI, KOVILPATTI",,,,21,0,,Thoothukudi,-1,,,,,,0,,,4,,6382253140,1621755141000.0,6383081842,CHC,,M.MUTHUMARI,,25,,CHC,,,-1.0,,,,,,,
6767,0,"Sri Hospitals, Kovilpatti",,Thoothukudi,,,-1,,1,,"No 57 Ettayapuram Main Road Kovilpatti, None, None",,,,14,0,,Thoothukudi,-1,,,,,,0,,,4,,9994721860,1621755407000.0,9994721860,CHC,,DR.LATHA SRIVENKATESH,,18,,CHC,,,-1.0,,,,,,,
